,Year,Date,Team1,Team2,Result,GameResult
24527,2013,2013-04-19,NC,넥센,L 0:1,1
24528,2013,2013-04-19,SK,KIA,L 3:4,1
24529,2013,2013-04-19,넥센,NC,W 1:0,1
24530,2013,2013-04-19,두산,한화,W 15:1,1
24531,2013,2013-04-19,롯데,삼성,W 4:3,1
24532,2013,2013-04-19,삼성,롯데,L 3:4,1
24533,2013,2013-04-19,한화,두산,L 1:15,1
24534,2013,2013-04-21,KIA,SK,W 9:0,1
24535,2013,2013-04-21,NC,넥센,L 2:11,1
24536,2013,2013-04-21,SK,KIA,L 0:9,1
24537,2013,2013-04-21,넥센,NC,W 11:2,1
24538,2013,2013-04-21,두산,한화,L 0:1,1
24539,2013,2013-04-21,롯데,삼성,L 8:9,1
24540,2013,2013-04-21,삼성,롯데,W 9:8,1
24541,2013,2013-04-21,한화,두산,W 1:0,1
24542,2013,2013-04-24,KIA,NC,D 5:5,1
24543,2013,2013-04-24,LG,삼성,L 2:3,1
24544,2013,2013-04-24,NC,KIA,D 5:5,1
24545,2013,2013-04-24,SK,롯데,L 7:8,1
24546,2013,2013-04-24,넥센,두산,W 9:1,1
24547,2013,2013-04-24,두산,넥센,L 1:9,1
24548,2013,2013-04-24,롯데,SK,W 8:7,1
24549,2013,2013-04-24,삼성,LG,W 3:2,1
24550,2013,2013-04-25,KIA,NC,W 11:4,1
24551,2013,2013-04-25,LG,삼성,L 1:2,1
24552,2013,2013-04-25,NC,KIA,L 4:11,1
24553,2013,2013-04-25,SK,롯데,L 0:6,1
24554,2013,2013-04-25,넥센,두산,L 3:6,1
24555,2013,2013-04-25,두산,넥센,W 6:3,1
24556,2013,2013-04-25,롯데,SK,W 6:0,1
24557,2013,2013-04-25,삼성,LG,W 2:1,1
24558,2013,2013-04-26,KIA,삼성,L 0:6,1
24559,2013,2013-04-26,LG,롯데,W 5:4,1
24560,2013,2013-04-26,NC,두산,L 4:8,1
24561,2013,2013-04-26,SK,한화,W 6:1,1
24562,2013,2013-04-26,두산,NC,W 8:4,1
24563,2013,2013-04-26,롯데,LG,L 4:5,1
24564,2013,2013-04-26,삼성,KIA,W 6:0,1
24565,2013,2013-04-26,한화,SK,L 1:6,1
24566,2013,2013-04-27,KIA,삼성,W 5:1,1
24567,2013,2013-04-27,LG,롯데,L 1:2,1
24568,2013,2013-04-27,NC,두산,L 5:8,1
24569,2013,2013-04-27,SK,한화,W 4:1,1
24570,2013,2013-04-27,두산,NC,W 8:5,1
24571,2013,2013-04-27,롯데,LG,W 2:1,1
24572,2013,2013-04-27,삼성,KIA,L 1:5,1
24573,2013,2013-04-27,한화,SK,L 1:4,1
24574,2013,2013-04-28,KIA,삼성,L 1:4,1
24575,2013,2013-04-28,LG,롯데,W 4:0,1
24576,2013,2013-04-28,NC,두산,L 1:3,1
24577,2013,2013-04-28,SK,한화,D 5:5,1
24578,2013,2013-04-28,두산,NC,W 3:1,1
24579,2013,2013-04-28,롯데,LG,L 0:4,1
24580,2013,2013-04-28,삼성,KIA,W 4:1,1
24581,2013,2013-04-28,한화,SK,D 5:5,1
24582,2013,2013-04-30,KIA,두산,W 5:3,1
24583,2013,2013-04-30,LG,NC,L 1:2,1
24584,2013,2013-04-30,NC,LG,W 2:1,1
24585,2013,2013-04-30,넥센,삼성,W 3:1,1
24586,2013,2013-04-30,두산,KIA,L 3:5,1
24587,2013,2013-04-30,롯데,한화,L 3:9,1
24588,2013,2013-04-30,삼성,넥센,L 1:3,1
24589,2013,2013-04-30,한화,롯데,W 9:3,1
24590,2013,2013-05-01,KIA,두산,W 8:1,1
24591,2013,2013-05-01,LG,NC,L 6:7,1
24592,2013,2013-05-01,NC,LG,W 7:6,1
24593,2013,2013-05-01,넥센,삼성,W 8:5,1
24594,2013,2013-05-01,두산,KIA,L 1:8,1
24595,2013,2013-05-01,롯데,한화,W 4:3,1
24596,2013,2013-05-01,삼성,넥센,L 5:8,1
24597,2013,2013-05-01,한화,롯데,L 3:4,1
24598,2013,2013-05-02,KIA,두산,L 4:6,1
24599,2013,2013-05-02,LG,NC,L 1:8,1
24600,2013,2013-05-02,NC,LG,W 8:1,1
24601,2013,2013-05-02,넥센,삼성,W 4:3,1
24602,2013,2013-05-02,두산,KIA,W 6:4,1
24603,2013,2013-05-02,롯데,한화,W 4:3,1
24604,2013,2013-05-02,삼성,넥센,L 3:4,1
24605,2013,2013-05-02,한화,롯데,L 3:4,1
24606,2013,2013-05-03,KIA,넥센,L 0:1,1
24607,2013,2013-05-03,LG,두산,W 6:3,1
24608,2013,2013-05-03,SK,한화,L 1:5,1
24609,2013,2013-05-03,넥센,KIA,W 1:0,1
24610,2013,2013-05-03,두산,LG,L 3:6,1
24611,2013,2013-05-03,롯데,삼성,L 3:10,1
24612,2013,2013-05-03,삼성,롯데,W 10:3,1
24613,2013,2013-05-03,한화,SK,W 5:1,1
24614,2013,2013-05-04,KIA,넥센,W 8:4,1
24615,2013,2013-05-04,LG,두산,L 2:6,1
24616,2013,2013-05-04,SK,한화,W 4:0,1
24617,2013,2013-05-04,넥센,KIA,L 4:8,1
24618,2013,2013-05-04,두산,LG,W 6:2,1
24619,2013,2013-05-04,롯데,삼성,L 3:5,1
24620,2013,2013-05-04,삼성,롯데,W 5:3,1
24621,2013,2013-05-04,한화,SK,L 0:4,1
24622,2013,2013-05-05,KIA,넥센,W 13:9,1
24623,2013,2013-05-05,LG,두산,L 2:5,1
24624,2013,2013-05-05,SK,한화,W 8:5,1
24625,2013,2013-05-05,넥센,KIA,L 9:13,1
24626,2013,2013-05-05,두산,LG,W 5:2,1
24627,2013,2013-05-05,롯데,삼성,L 1:6,1
24628,2013,2013-05-05,삼성,롯데,W 6:1,1
24629,2013,2013-05-05,한화,SK,L 5:8,1
24630,2013,2013-05-07,KIA,롯데,L 0:3,1
24631,2013,2013-05-07,LG,넥센,L 4:6,1
24632,2013,2013-05-07,NC,한화,L 4:8,1
24633,2013,2013-05-07,SK,두산,W 8:3,1
24634,2013,2013-05-07,넥센,LG,W 6:4,1
24635,2013,2013-05-07,두산,SK,L 3:8,1
24636,2013,2013-05-07,롯데,KIA,W 3:0,1
24637,2013,2013-05-07,한화,NC,W 8:4,1
24638,2013,2013-05-08,KIA,롯데,L 1:5,1
24639,2013,2013-05-08,LG,넥센,L 1:3,1
24640,2013,2013-05-08,NC,한화,L 4:6,1
24641,2013,2013-05-08,SK,두산,W 13:12,1
24642,2013,2013-05-08,넥센,LG,W 3:1,1
24643,2013,2013-05-08,두산,SK,L 12:13,1
24644,2013,2013-05-08,롯데,KIA,W 5:1,1
24645,2013,2013-05-08,한화,NC,W 6:4,1
24646,2013,2013-05-09,NC,한화,W 7:3,1
24647,2013,2013-05-09,SK,두산,L 2:11,1
24648,2013,2013-05-09,두산,SK,W 11:2,1
24649,2013,2013-05-09,한화,NC,L 3:7,1
24650,2013,2013-05-10,KIA,삼성,L 0:3,1
24651,2013,2013-05-10,LG,롯데,W 4:2,1
24652,2013,2013-05-10,NC,두산,L 3:4,1
24653,2013,2013-05-10,SK,넥센,W 6:4,1
24654,2013,2013-05-10,넥센,SK,L 4:6,1
24655,2013,2013-05-10,두산,NC,W 4:3,1
24656,2013,2013-05-10,롯데,LG,L 2:4,1
24657,2013,2013-05-10,삼성,KIA,W 3:0,1
24658,2013,2013-05-11,KIA,삼성,L 1:9,1
24659,2013,2013-05-11,LG,롯데,L 3:4,1
24660,2013,2013-05-11,NC,두산,L 5:6,1
24661,2013,2013-05-11,SK,넥센,L 2:5,1
24662,2013,2013-05-11,넥센,SK,W 5:2,1
24663,2013,2013-05-11,두산,NC,W 6:5,1
24664,2013,2013-05-11,롯데,LG,W 4:3,1
24665,2013,2013-05-11,삼성,KIA,W 9:1,1
24666,2013,2013-05-12,KIA,삼성,L 4:5,1
24667,2013,2013-05-12,LG,롯데,L 3:8,1
24668,2013,2013-05-12,NC,두산,W 17:5,1
24669,2013,2013-05-12,SK,넥센,L 5:8,1
24670,2013,2013-05-12,넥센,SK,W 8:5,1
24671,2013,2013-05-12,두산,NC,L 5:17,1
24672,2013,2013-05-12,롯데,LG,W 8:3,1
24673,2013,2013-05-12,삼성,KIA,W 5:4,1
24674,2013,2013-05-14,KIA,SK,W 3:1,1
24675,2013,2013-05-14,NC,롯데,D 2:2,1
24676,2013,2013-05-14,SK,KIA,L 1:3,1
24677,2013,2013-05-14,넥센,한화,L 2:7,1
24678,2013,2013-05-14,두산,삼성,L 3:7,1
24679,2013,2013-05-14,롯데,NC,D 2:2,1
24680,2013,2013-05-14,삼성,두산,W 7:3,1
24681,2013,2013-05-14,한화,넥센,W 7:2,1
24682,2013,2013-05-15,KIA,SK,L 3:4,1
24683,2013,2013-05-15,NC,롯데,W 6:4,1
24684,2013,2013-05-15,SK,KIA,W 4:3,1
24685,2013,2013-05-15,넥센,한화,W 19:1,1
24686,2013,2013-05-15,두산,삼성,L 3:8,1
24687,2013,2013-05-15,롯데,NC,L 4:6,1
24688,2013,2013-05-15,삼성,두산,W 8:3,1
24689,2013,2013-05-15,한화,넥센,L 1:19,1
24690,2013,2013-05-16,KIA,SK,L 2:9,1
24691,2013,2013-05-16,NC,롯데,W 8:5,1
24692,2013,2013-05-16,SK,KIA,W 9:2,1
24693,2013,2013-05-16,넥센,한화,W 6:5,1
24694,2013,2013-05-16,두산,삼성,W 7:0,1
24695,2013,2013-05-16,롯데,NC,L 5:8,1
24696,2013,2013-05-16,삼성,두산,L 0:7,1
24697,2013,2013-05-16,한화,넥센,L 5:6,1
24698,2013,2013-05-17,KIA,LG,W 3:2,1
24699,2013,2013-05-17,LG,KIA,L 2:3,1
24700,2013,2013-05-17,NC,삼성,L 1:2,1
24701,2013,2013-05-17,SK,롯데,W 4:3,1
24702,2013,2013-05-17,두산,한화,L 4:5,1
24703,2013,2013-05-17,롯데,SK,L 3:4,1
24704,2013,2013-05-17,삼성,NC,W 2:1,1
24705,2013,2013-05-17,한화,두산,W 5:4,1
24706,2013,2013-05-18,KIA,LG,W 3:1,1
24707,2013,2013-05-18,LG,KIA,L 1:3,1
24708,2013,2013-05-18,NC,삼성,L 3:7,1
24709,2013,2013-05-18,SK,롯데,L 5:6,1
24710,2013,2013-05-18,두산,한화,L 2:14,1
24711,2013,2013-05-18,롯데,SK,W 6:5,1
24712,2013,2013-05-18,삼성,NC,W 7:3,1
24713,2013,2013-05-18,한화,두산,W 14:2,1
24714,2013,2013-05-19,KIA,LG,L 4:7,1
24715,2013,2013-05-19,LG,KIA,W 7:4,1
24716,2013,2013-05-19,NC,삼성,L 4:7,1
24717,2013,2013-05-19,SK,롯데,L 5:11,1
24718,2013,2013-05-19,두산,한화,W 15:8,1
24719,2013,2013-05-19,롯데,SK,W 11:5,1
24720,2013,2013-05-19,삼성,NC,W 7:4,1
24721,2013,2013-05-19,한화,두산,L 8:15,1
24722,2013,2013-05-21,KIA,한화,W 8:2,1
24723,2013,2013-05-21,LG,삼성,L 4:8,1
24724,2013,2013-05-21,NC,SK,L 2:6,1
24725,2013,2013-05-21,SK,NC,W 6:2,1
24726,2013,2013-05-21,넥센,두산,W 15:7,1
24727,2013,2013-05-21,두산,넥센,L 7:15,1
24728,2013,2013-05-21,삼성,LG,W 8:4,1
24729,2013,2013-05-21,한화,KIA,L 2:8,1
24730,2013,2013-05-22,KIA,한화,L 1:3,1
24731,2013,2013-05-22,LG,삼성,W 9:1,1
24732,2013,2013-05-22,NC,SK,W 4:3,1
24733,2013,2013-05-22,SK,NC,L 3:4,1
24734,2013,2013-05-22,넥센,두산,W 8:4,1
24735,2013,2013-05-22,두산,넥센,L 4:8,1
24736,2013,2013-05-22,삼성,LG,L 1:9,1
24737,2013,2013-05-22,한화,KIA,W 3:1,1
24738,2013,2013-05-23,KIA,한화,W 10:2,1
24739,2013,2013-05-23,LG,삼성,W 3:2,1
24740,2013,2013-05-23,NC,SK,W 6:2,1
24741,2013,2013-05-23,SK,NC,L 2:6,1
24742,2013,2013-05-23,넥센,두산,L 1:2,1
24743,2013,2013-05-23,두산,넥센,W 2:1,1
24744,2013,2013-05-23,삼성,LG,L 2:3,1
24745,2013,2013-05-23,한화,KIA,L 2:10,1
24746,2013,2013-05-24,KIA,NC,L 5:10,1
24747,2013,2013-05-24,LG,SK,W 4:3,1
24748,2013,2013-05-24,NC,KIA,W 10:5,1
24749,2013,2013-05-24,SK,LG,L 3:4,1
24750,2013,2013-05-24,넥센,롯데,L 1:2,1
24751,2013,2013-05-24,롯데,넥센,W 2:1,1
24752,2013,2013-05-24,삼성,한화,W 8:1,1
24753,2013,2013-05-24,한화,삼성,L 1:8,1
24754,2013,2013-05-25,KIA,NC,L 2:9,1
24755,2013,2013-05-25,LG,SK,L 1:5,1
24756,2013,2013-05-25,NC,KIA,W 9:2,1
24757,2013,2013-05-25,SK,LG,W 5:1,1
24758,2013,2013-05-25,넥센,롯데,W 4:3,1
24759,2013,2013-05-25,롯데,넥센,L 3:4,1
24760,2013,2013-05-25,삼성,한화,W 6:1,1
24761,2013,2013-05-25,한화,삼성,L 1:6,1
24762,2013,2013-05-26,KIA,NC,W 7:4,1
24763,2013,2013-05-26,LG,SK,W 1:0,1
24764,2013,2013-05-26,NC,KIA,L 4:7,1
24765,2013,2013-05-26,SK,LG,L 0:1,1
24766,2013,2013-05-26,넥센,롯데,W 7:1,1
24767,2013,2013-05-26,롯데,넥센,L 1:7,1
24768,2013,2013-05-26,삼성,한화,L 1:3,1
24769,2013,2013-05-26,한화,삼성,W 3:1,1
24770,2013,2013-05-28,LG,한화,L 3:4,1
24771,2013,2013-05-28,두산,롯데,L 3:8,1
24772,2013,2013-05-28,롯데,두산,W 8:3,1
24773,2013,2013-05-28,한화,LG,W 4:3,1
24774,2013,2013-05-29,LG,한화,W 7:1,1
24775,2013,2013-05-29,NC,넥센,L 4:6,1
24776,2013,2013-05-29,넥센,NC,W 6:4,1
24777,2013,2013-05-29,두산,롯데,L 0:3,1
24778,2013,2013-05-29,롯데,두산,W 3:0,1
24779,2013,2013-05-29,한화,LG,L 1:7,1
24780,2013,2013-05-30,LG,한화,W 5:3,1
24781,2013,2013-05-30,NC,넥센,W 7:1,1
24782,2013,2013-05-30,SK,삼성,L 4:5,1
24783,2013,2013-05-30,넥센,NC,L 1:7,1
24784,2013,2013-05-30,두산,롯데,L 6:8,1
24785,2013,2013-05-30,롯데,두산,W 8:6,1
24786,2013,2013-05-30,삼성,SK,W 5:4,1
24787,2013,2013-05-30,한화,LG,L 3:5,1
24788,2013,2013-05-31,KIA,LG,L 2:11,1
24789,2013,2013-05-31,LG,KIA,W 11:2,1
24790,2013,2013-05-31,NC,한화,W 7:2,1
24791,2013,2013-05-31,넥센,두산,W 10:3,1
24792,2013,2013-05-31,두산,넥센,L 3:10,1
24793,2013,2013-05-31,롯데,삼성,W 10:0,1
24794,2013,2013-05-31,삼성,롯데,L 0:10,1
24795,2013,2013-05-31,한화,NC,L 2:7,1
24796,2013,2013-06-01,KIA,LG,L 3:7,1
24797,2013,2013-06-01,LG,KIA,W 7:3,1
24798,2013,2013-06-01,NC,한화,W 8:3,1
24799,2013,2013-06-01,넥센,두산,L 4:8,1
24800,2013,2013-06-01,두산,넥센,W 8:4,1
24801,2013,2013-06-01,롯데,삼성,W 2:1,1
24802,2013,2013-06-01,삼성,롯데,L 1:2,1
24803,2013,2013-06-01,한화,NC,L 3:8,1
24804,2013,2013-06-02,KIA,LG,L 4:5,1
24805,2013,2013-06-02,LG,KIA,W 5:4,1
24806,2013,2013-06-02,NC,한화,L 1:5,1
24807,2013,2013-06-02,넥센,두산,L 4:11,1
24808,2013,2013-06-02,두산,넥센,W 11:4,1
24809,2013,2013-06-02,롯데,삼성,L 3:5,1
24810,2013,2013-06-02,삼성,롯데,W 5:3,1
24811,2013,2013-06-02,한화,NC,W 5:1,1
24812,2013,2013-06-04,KIA,롯데,W 7:2,1
24813,2013,2013-06-04,LG,두산,L 7:9,1
24814,2013,2013-06-04,NC,SK,L 2:4,1
24815,2013,2013-06-04,SK,NC,W 4:2,1
24816,2013,2013-06-04,넥센,삼성,W 3:1,1
24817,2013,2013-06-04,두산,LG,W 9:7,1
24818,2013,2013-06-04,롯데,KIA,L 2:7,1
24819,2013,2013-06-04,삼성,넥센,L 1:3,1
24820,2013,2013-06-05,KIA,롯데,L 3:6,1
24821,2013,2013-06-05,LG,두산,W 5:3,1
24822,2013,2013-06-05,NC,SK,W 11:5,1
24823,2013,2013-06-05,SK,NC,L 5:11,1
24824,2013,2013-06-05,넥센,삼성,D 3:3,1
24825,2013,2013-06-05,두산,LG,L 3:5,1
24826,2013,2013-06-05,롯데,KIA,W 6:3,1
24827,2013,2013-06-05,삼성,넥센,D 3:3,1
24828,2013,2013-06-06,KIA,롯데,L 3:13,1
24829,2013,2013-06-06,LG,두산,W 5:4,1
24830,2013,2013-06-06,NC,SK,W 7:4,1
24831,2013,2013-06-06,SK,NC,L 4:7,1
24832,2013,2013-06-06,넥센,삼성,W 15:7,1
24833,2013,2013-06-06,두산,LG,L 4:5,1
24834,2013,2013-06-06,롯데,KIA,W 13:3,1
24835,2013,2013-06-06,삼성,넥센,L 7:15,1
24836,2013,2013-06-07,KIA,넥센,L 2:8,1
24837,2013,2013-06-07,LG,롯데,W 7:4,1
24838,2013,2013-06-07,SK,한화,W 12:3,1
24839,2013,2013-06-07,넥센,KIA,W 8:2,1
24840,2013,2013-06-07,두산,삼성,L 2:3,1
24841,2013,2013-06-07,롯데,LG,L 4:7,1
24842,2013,2013-06-07,삼성,두산,W 3:2,1
24843,2013,2013-06-07,한화,SK,L 3:12,1
24844,2013,2013-06-08,KIA,넥센,W 8:6,1
24845,2013,2013-06-08,LG,롯데,W 6:0,1
24846,2013,2013-06-08,SK,한화,W 4:3,1
24847,2013,2013-06-08,넥센,KIA,L 6:8,1
24848,2013,2013-06-08,두산,삼성,L 1:2,1
24849,2013,2013-06-08,롯데,LG,L 0:6,1
24850,2013,2013-06-08,삼성,두산,W 2:1,1
24851,2013,2013-06-08,한화,SK,L 3:4,1
24852,2013,2013-06-09,KIA,넥센,W 6:4,1
24853,2013,2013-06-09,LG,롯데,L 2:8,1
24854,2013,2013-06-09,SK,한화,L 4:8,1
24855,2013,2013-06-09,넥센,KIA,L 4:6,1
24856,2013,2013-06-09,두산,삼성,L 2:4,1
24857,2013,2013-06-09,롯데,LG,W 8:2,1
24858,2013,2013-06-09,삼성,두산,W 4:2,1
24859,2013,2013-06-09,한화,SK,W 8:4,1
24860,2013,2013-06-11,KIA,NC,W 7:2,1
24861,2013,2013-06-11,LG,한화,W 11:3,1
24862,2013,2013-06-11,NC,KIA,L 2:7,1
24863,2013,2013-06-11,SK,두산,W 7:5,1
24864,2013,2013-06-11,두산,SK,L 5:7,1
24865,2013,2013-06-11,한화,LG,L 3:11,1
24866,2013,2013-06-12,KIA,NC,W 2:1,1
24867,2013,2013-06-12,NC,KIA,L 1:2,1
24868,2013,2013-06-12,SK,두산,L 1:2,1
24869,2013,2013-06-12,넥센,롯데,L 3:6,1
24870,2013,2013-06-12,두산,SK,W 2:1,1
24871,2013,2013-06-12,롯데,넥센,W 6:3,1
24872,2013,2013-06-13,KIA,NC,W 8:7,1
24873,2013,2013-06-13,LG,한화,W 6:1,1
24874,2013,2013-06-13,NC,KIA,L 7:8,1
24875,2013,2013-06-13,SK,두산,L 3:8,1
24876,2013,2013-06-13,넥센,롯데,L 3:4,1
24877,2013,2013-06-13,두산,SK,W 8:3,1
24878,2013,2013-06-13,롯데,넥센,W 4:3,1
24879,2013,2013-06-13,한화,LG,L 1:6,1
24880,2013,2013-06-14,LG,넥센,W 4:3,1
24881,2013,2013-06-14,NC,삼성,L 6:14,1
24882,2013,2013-06-14,넥센,LG,L 3:4,1
24883,2013,2013-06-14,롯데,한화,W 9:5,1
24884,2013,2013-06-14,삼성,NC,W 14:6,1
24885,2013,2013-06-14,한화,롯데,L 5:9,1
24886,2013,2013-06-15,KIA,SK,W 8:3,1
24887,2013,2013-06-15,LG,넥센,W 9:0,1
24888,2013,2013-06-15,NC,삼성,W 8:3,1
24889,2013,2013-06-15,SK,KIA,L 3:8,1
24890,2013,2013-06-15,넥센,LG,L 0:9,1
24891,2013,2013-06-15,롯데,한화,L 2:3,1
24892,2013,2013-06-15,삼성,NC,L 3:8,1
24893,2013,2013-06-15,한화,롯데,W 3:2,1
24894,2013,2013-06-16,KIA,SK,W 9:7,1
24895,2013,2013-06-16,LG,넥센,W 5:4,1
24896,2013,2013-06-16,NC,삼성,D 7:7,1
24897,2013,2013-06-16,SK,KIA,L 7:9,1
24898,2013,2013-06-16,넥센,LG,L 4:5,1
24899,2013,2013-06-16,롯데,한화,W 4:3,1
24900,2013,2013-06-16,삼성,NC,D 7:7,1
24901,2013,2013-06-16,한화,롯데,L 3:4,1
24902,2013,2013-06-19,KIA,한화,W 8:2,1
24903,2013,2013-06-19,LG,NC,W 4:1,1
24904,2013,2013-06-19,NC,LG,L 1:4,1
24905,2013,2013-06-19,SK,삼성,W 4:2,1
24906,2013,2013-06-19,두산,롯데,L 6:13,1
24907,2013,2013-06-19,롯데,두산,W 13:6,1
24908,2013,2013-06-19,삼성,SK,L 2:4,1
24909,2013,2013-06-19,한화,KIA,L 2:8,1
24910,2013,2013-06-20,KIA,한화,W 6:3,1
24911,2013,2013-06-20,LG,NC,L 3:4,1
24912,2013,2013-06-20,NC,LG,W 4:3,1
24913,2013,2013-06-20,SK,삼성,L 2:5,1
24914,2013,2013-06-20,두산,롯데,L 2:4,1
24915,2013,2013-06-20,롯데,두산,W 4:2,1
24916,2013,2013-06-20,삼성,SK,W 5:2,1
24917,2013,2013-06-20,한화,KIA,L 3:6,1
24918,2013,2013-06-21,LG,삼성,W 8:4,1
24919,2013,2013-06-21,NC,넥센,W 4:1,1
24920,2013,2013-06-21,SK,롯데,W 5:4,1
24921,2013,2013-06-21,넥센,NC,L 1:4,1
24922,2013,2013-06-21,두산,한화,W 7:2,1
24923,2013,2013-06-21,롯데,SK,L 4:5,1
24924,2013,2013-06-21,삼성,LG,L 4:8,1
24925,2013,2013-06-21,한화,두산,L 2:7,1
24926,2013,2013-06-22,LG,삼성,L 2:7,1
24927,2013,2013-06-22,NC,넥센,L 1:2,1
24928,2013,2013-06-22,SK,롯데,L 2:3,1
24929,2013,2013-06-22,넥센,NC,W 2:1,1
24930,2013,2013-06-22,두산,한화,W 8:7,1
24931,2013,2013-06-22,롯데,SK,W 3:2,1
24932,2013,2013-06-22,삼성,LG,W 7:2,1
24933,2013,2013-06-22,한화,두산,L 7:8,1
24934,2013,2013-06-23,LG,삼성,W 8:2,1
24935,2013,2013-06-23,NC,넥센,L 5:9,1
24936,2013,2013-06-23,SK,롯데,W 8:5,1
24937,2013,2013-06-23,넥센,NC,W 9:5,1
24938,2013,2013-06-23,두산,한화,W 8:3,1
24939,2013,2013-06-23,롯데,SK,L 5:8,1
24940,2013,2013-06-23,삼성,LG,L 2:8,1
24941,2013,2013-06-23,한화,두산,L 3:8,1
24942,2013,2013-06-25,SK,넥센,W 3:2,1
24943,2013,2013-06-25,넥센,SK,L 2:3,1
24944,2013,2013-06-26,KIA,두산,D 4:4,1
24945,2013,2013-06-26,NC,롯데,L 2:3,1
24946,2013,2013-06-26,SK,넥센,L 4:7,1
24947,2013,2013-06-26,넥센,SK,W 7:4,1
24948,2013,2013-06-26,두산,KIA,D 4:4,1
24949,2013,2013-06-26,롯데,NC,W 3:2,1
24950,2013,2013-06-26,삼성,한화,L 2:5,1
24951,2013,2013-06-26,한화,삼성,W 5:2,1
24952,2013,2013-06-27,KIA,두산,L 4:5,1
24953,2013,2013-06-27,NC,롯데,L 0:2,1
24954,2013,2013-06-27,SK,넥센,W 6:2,1
24955,2013,2013-06-27,넥센,SK,L 2:6,1
24956,2013,2013-06-27,두산,KIA,W 5:4,1
24957,2013,2013-06-27,롯데,NC,W 2:0,1
24958,2013,2013-06-28,KIA,삼성,L 5:6,1
24959,2013,2013-06-28,LG,SK,L 1:2,1
24960,2013,2013-06-28,NC,두산,L 5:6,1
24961,2013,2013-06-28,SK,LG,W 2:1,1
24962,2013,2013-06-28,넥센,한화,L 7:8,1
24963,2013,2013-06-28,두산,NC,W 6:5,1
24964,2013,2013-06-28,삼성,KIA,W 6:5,1
24965,2013,2013-06-28,한화,넥센,W 8:7,1
24966,2013,2013-06-29,KIA,삼성,L 2:4,1
24967,2013,2013-06-29,LG,SK,W 4:0,1
24968,2013,2013-06-29,NC,두산,L 1:2,1
24969,2013,2013-06-29,SK,LG,L 0:4,1
24970,2013,2013-06-29,넥센,한화,W 6:5,1
24971,2013,2013-06-29,두산,NC,W 2:1,1
24972,2013,2013-06-29,삼성,KIA,W 4:2,1
24973,2013,2013-06-29,한화,넥센,L 5:6,1
24974,2013,2013-06-30,KIA,삼성,L 3:10,1
24975,2013,2013-06-30,LG,SK,W 4:3,1
24976,2013,2013-06-30,NC,두산,W 9:5,1
24977,2013,2013-06-30,SK,LG,L 3:4,1
24978,2013,2013-06-30,넥센,한화,W 6:0,1
24979,2013,2013-06-30,두산,NC,L 5:9,1
24980,2013,2013-06-30,삼성,KIA,W 10:3,1
24981,2013,2013-06-30,한화,넥센,L 0:6,1
24982,2013,2013-07-02,KIA,SK,W 8:2,1
24983,2013,2013-07-02,NC,넥센,W 2:0,1
24984,2013,2013-07-02,SK,KIA,L 2:8,1
24985,2013,2013-07-02,넥센,NC,L 0:2,1
24986,2013,2013-07-02,롯데,삼성,L 4:6,1
24987,2013,2013-07-02,삼성,롯데,W 6:4,1
24988,2013,2013-07-03,KIA,SK,L 3:4,1
24989,2013,2013-07-03,LG,한화,W 9:8,1
24990,2013,2013-07-03,NC,넥센,W 4:3,1
24991,2013,2013-07-03,SK,KIA,W 4:3,1
24992,2013,2013-07-03,넥센,NC,L 3:4,1
24993,2013,2013-07-03,롯데,삼성,W 9:2,1
24994,2013,2013-07-03,삼성,롯데,L 2:9,1
24995,2013,2013-07-03,한화,LG,L 8:9,1
24996,2013,2013-07-05,LG,넥센,L 10:12,1
24997,2013,2013-07-05,넥센,LG,W 12:10,1
24998,2013,2013-07-05,두산,삼성,W 9:6,1
24999,2013,2013-07-05,삼성,두산,L 6:9,1
25000,2013,2013-07-06,KIA,롯데,W 8:6,1
25001,2013,2013-07-06,LG,넥센,L 3:6,1
25002,2013,2013-07-06,SK,한화,L 3:9,1
25003,2013,2013-07-06,넥센,LG,W 6:3,1
25004,2013,2013-07-06,두산,삼성,W 4:2,1
25005,2013,2013-07-06,롯데,KIA,L 6:8,1
25006,2013,2013-07-06,삼성,두산,L 2:4,1
25007,2013,2013-07-06,한화,SK,W 9:3,1
25008,2013,2013-07-07,LG,넥센,L 2:11,1
25009,2013,2013-07-07,넥센,LG,W 11:2,1
25010,2013,2013-07-07,두산,삼성,L 2:8,1
25011,2013,2013-07-07,삼성,두산,W 8:2,1
25012,2013,2013-07-09,LG,NC,W 2:1,1
25013,2013,2013-07-09,NC,LG,L 1:2,1
25014,2013,2013-07-09,SK,삼성,W 9:3,1
25015,2013,2013-07-09,넥센,롯데,W 3:1,1
25016,2013,2013-07-09,두산,한화,W 5:0,1
25017,2013,2013-07-09,롯데,넥센,L 1:3,1
25018,2013,2013-07-09,삼성,SK,L 3:9,1
25019,2013,2013-07-09,한화,두산,L 0:5,1
25020,2013,2013-07-10,LG,NC,W 8:1,1
25021,2013,2013-07-10,NC,LG,L 1:8,1
25022,2013,2013-07-10,SK,삼성,L 4:5,1
25023,2013,2013-07-10,넥센,롯데,L 2:6,1
25024,2013,2013-07-10,두산,한화,W 6:2,1
25025,2013,2013-07-10,롯데,넥센,W 6:2,1
25026,2013,2013-07-10,삼성,SK,W 5:4,1
25027,2013,2013-07-10,한화,두산,L 2:6,1
